1121,864
1171,690
1176,858
102,571
463,705
805,421
88,523
507,75
808,700
1208,717
1260,653
966,859
649,261
408,698
1208,8
276,465
623,124
48,539
186,93
852,518
1066,267
1039,246
688,618
341,205
731,578
624,369
716,11
509,864
925,735
313,369
1123,242
1154,103
237,273
793,154
458,824
1156,581
835,107
1280,156
703,539
310,236
1210,495
966,229
192,165
738,26
192,865
801,236
694,292
776,590
1115,98
134,841
328,152
1020,707
306,708
1300,239
1302,49
402,509
400,49
154,781
1294,411
202,627
801,478
137,694
840,555
801,248
252,105
354,581
666,239
48,691
1091,407
894,852
1170,801
624,189
770,840
666,877
934,24
504,884
194,812
502,351
1186,289
22,152
117,666
1210,47
669,17
917,508
428,768
540,782
48,0
812,343
1118,841
300,649
509,248
492,218
1020,187
869,254
20,260
1010,581
802,105
1051,485
1282,169
140,413
1146,453
238,42
540,502
842,801
1002,126
107,521
3,847
316,564
557,451
1002,19
783,78
929,663
462,296
1170,481
892,414
1146,441
622,40
736,556
1156,113
944,605
418,862
351,291
540,616
1154,819
149,869
1180,586
17,80
997,369
509,684
795,466
972,739
48,355
418,173
452,70
848,764
669,473
596,544
1148,894
32,58
567,81
169,528
274,582
156,551
1144,817
848,729
114,726
360,282
366,605
1054,452
117,676
970,212
554,126
758,464
190,439
316,15
294,724
760,357
1231,49
107,780
465,200
370,471
393,508
1056,49
934,870
336,781
1081,891
13,249
1238,221
682,693
114,294
1133,19
602,582
31,546
616,68
624,817
478,10
735,49
490,889
1295,110
637,366
1295,784
162,218
790,150
520,501
425,651
416,852
1279,796
867,840
162,889
803,75
477,19
443,502
55,544
410,627
410,715
880,795
186,189
79,397
1066,362
549,297
1124,413
815,831
391,742
616,715
247,441
935,259
974,113
1097,546
518,201
335,14
266,11
418,36
269,603
846,455
867,54
863,138
52,666
490,376
899,441
1034,465
1108,376
840,107
468,600
186,801
949,301
256,620
267,84
818,218
507,448
328,770
1081,443
1151,831
458,394
266,65
130,579
557,203
190,201
934,651
1196,698
316,155
171,572
535,530
753,443
801,684
932,465
1255,544
632,742
294,164
820,5
28,110
788,514
320,833
1017,614
1044,65
1310,222
1293,80
656,124
316,17
293,593
212,894
892,379
641,429
566,371
957,256
687,124
344,658
304,600
300,245
328,681
994,291
721,219
276,632
908,789
714,544
1191,532
929,231
676,675
852,70
927,350
882,544
244,420
1136,709
1009,143
964,126
912,106
1180,544
1210,847
1176,281
1102,355
1200,228
552,878
788,626
8,565
967,339
44,399
927,96
792,245
22,294
477,697
1118,878
974,815
316,330
136,21
468,93
1297,136
835,292
507,292
679,515
208,651
398,106
1252,129
960,152
587,386
502,82
445,228
1072,42
1051,857
647,462
919,21
114,698
8,49
698,442
242,705
694,68
994,330
0,661
1174,887
498,523
815,63
530,518
1161,197
1192,411
192,617
972,463
1196,294
55,256
134,822
146,665
426,514
639,94
547,73
1144,189
1146,336
196,192
636,875
758,8
1215,472
408,704
520,764
833,427
972,291
1200,540
629,807
900,250
190,649
802,341
954,802
622,488
1223,81
1215,422
231,689
177,19
1251,756
90,173
311,784
0,670
974,781
1049,508
149,473
923,362
273,231
646,329
505,421
1064,480
293,369
239,701
952,290
642,598
48,616
1154,551
736,338
589,795
115,803
1238,133
994,794
981,565
987,875
1268,136
418,858
1044,323
808,319
152,767
793,620
919,425
790,501
1043,362
110,540
616,292
1054,620
520,277
599,798
1052,836
836,217
659,47
887,434
417,693
1108,32
393,771
42,136
1091,880
146,546
48,406
666,17
331,399
338,291
336,403
1064,644
164,441
359,546
628,357
616,112
154,774
171,322
385,735
843,652
28,784
1173,304
930,312
1073,273
899,273
0,672
636,539
266,571
992,591
709,551
192,29
775,362
485,37
313,730
994,15
651,47
970,682
254,78
1064,414
552,886
313,205
858,267
130,138
687,796
112,281
1310,770
107,114
1300,794
644,346
1208,571
793,416
673,366
832,884
1074,484
962,708
1206,537
1136,642
552,323
721,99
359,348
676,708
154,313
1148,218
499,385
30,66
678,600
1028,635
502,689
932,17
1305,709
1076,508
435,143
1191,362
708,529
1041,603

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
